Ano,País,País 1,Pais 2,Título US,Título Original,Diretor,Watchedby,Listado (qtd),Liked,Ranking,Fans,Rating,Duração,Sinopse,Gênero,Gênero 1,Gênero 2,Gênero 3,Temas,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5
2019,['Brazil'],Brazil,--,Receita de Caranguejo,Receita de Caranguejo,Issis Gabriela da Valenzuela,269,62,20, ,0,3.1,19,"After her father’s death, Lari and her mother go for a trip to the family beach house. They decide to cook some crabs. And the animals, gradually, become luminous beings.","['drama', 'fantasy']",drama,fantasy,--,--,-,-,--,--,--
2013,['Brazil'],Brazil,--,Riocorrente,Riocorrente,Paulo Sacramento,233,66,17, ,0,2.9,79,Marcelo is a journalist. Carlos is a former car-thief. Renata is a woman torn apart by two relationships as diverse as her desires. Exu is the ever becoming.,['drama'],drama,--,--,--,-,-,--,--,--
1986,"['Brazil', 'France']",Brazil,France,Jubiabá,Jubiabá,Nelson Pereira dos Santos,110,85,15, ,0,3.4,100,"Jubiabá is a French-Brazilian film based on  the homonymous novel by Jorge Amado. The film tells the story of the interracial love between the daughter of a rich Commander and Antonio Balduíno, a rascal, fighter and famous lover from Salvador.",['drama'],drama,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,Ancient Stories,‘Mitos Indígenas em Travessia’,Wesley Rodrigues,180,67,46, ,0, ,22,"Six indigenous myths of the Kuikuro, Javaé and Kadiwéu tribes. Amongst the stories: The Emu, The Fish-Boy, The Faceless Women, The Milky Way, The Serpent-Girl and the Vulture-King.",['animation'],animation,--,--,--,-,-,--,--,--
2005,['Brazil'],Brazil,--,O Povo Brasileiro,O Povo Brasileiro,Isa Grinspum Ferraz,188,70,40, ,1,4.0,260, ,['documentary'],documentary,--,--,--,-,-,--,--,--
2020,"['Brazil', 'Burkina Faso', 'Mexico']",Brazil,Burkina Faso,"Entre Nós, Um Segredo","Entre Nós, Um Segredo",Beatriz Seigner,160,99,31, ,0,3.5,78,"In 2014, Malian Toumani Kouyaté was urgently summoned to his native country to hear his grandfather tell his final story. Feeling death approaching, the experienced man decided to pass on the tradition.",['documentary'],documentary,--,--,--,-,-,--,--,--
1969,['Brazil'],Brazil,--,Saravah,Saravah,Pierre Barouh,141,63,48, ,1,3.9,100,"Documentary about Brazilian music circa 1969, with extremely rare scenes, such as the only color footage of Pixinguinha, images of João da Baiana, one of the fathers of Samba, Maria Bethânia rehearsing at Barroco nightclub, Baden Powell playing his acoustic guitar, Paulinho da Viola showing his masterpiece “Coisas do Mundo, Minha Nega”, that he had just finished, and Márcia, a singer from São Paulo.","['music', 'documentary']",music,documentary,--,--,-,-,--,--,--
2021,['Brazil'],Brazil,--,As Grandes Distâncias,As Grandes Distâncias,Matheus Zenom,244,38,42, ,0,3.0,7,Rise and fall movement.,[],--,--,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,#eagoraoque,#eagoraoque,Jean-Claude Bernardet,205,66,18, ,0,2.9,70,"An intellectual, his questions and contradictions. How to think and act politically these days?",['documentary'],documentary,--,--,--,-,-,--,--,--
1981,['Brazil'],Brazil,--,"Here, Freaks!","‘Aqui, tarados’",David Cardoso,77,121,9, ,0,3.2,81,Three short stories about sex and sexual perversion.,"['comedy', 'horror']",comedy,horror,--,--,-,-,--,--,--
1955,['Brazil'],Brazil,--,Cantos de Trabalho,‘Brasilianas 5 Cantos de Trabalho’,Humberto Mauro,202,76,50, ,0,3.8,10,Musical rhytyms inspired by work activities.,"['documentary', 'music']",documentary,music,--,--,-,-,--,--,--
2013,['Brazil'],Brazil,--,Turma da Mônica em: Cine Gibi 6 - Hora do Banho,Turma da Mônica em: Cine Gibi 6 - Hora do Banho,José Marcio Nicolosi,448,35,51, ,0,3.5,70, ,"['animation', 'family', 'comedy']",animation,family,comedy,--,-,-,--,--,--
2018,['Brazil'],Brazil,--,Amazônia Groove,Amazônia Groove,Bruno Murtinho,120,75,38, ,0,3.6,85,"Leaving Belem and crossing much of the Para State Amazon region, its towns and riverside villages, Amazônia Groove reveals artists and their traditions, faith and mysticism, music and life that pound in the northern region of Brazil. (",['documentary'],documentary,--,--,--,-,-,--,--,--
2015,['Brazil'],Brazil,--,Portrait of a Thief,‘Muitos Homens Num Só’,Mini Kerti,147,54,24, ,1,3.2,90,A pickpocket assumes various identities to steal from the aristocracy in early-20th-century Rio de Janeiro.,"['drama', 'history', 'crime']",drama,history,crime,--,-,-,--,--,--
1960,['Brazil'],Brazil,--,Death Commands Brigandage,‘A Morte Comanda o Cangaço’,Carlos Coimbra,84,131,6, ,0,3.3,100,"A man’s farm is attacked and his mother gets killed. Looking for revenge, he goes about chasing the men who killed her.","['western', 'action']",western,action,--,--,-,-,--,--,--
1997,['Brazil'],Brazil,--,Doces Poderes,Doces Poderes,Lúcia Murat,106,133,11, ,0,3.3,102,"A journalist is placed upon the management of a large broadcasting company to the capital of Brazil at the time of local elections. She must now face ideological and ethical questions, brought back by a left-wing former boyfriend and her own colleagues. At the same time, a free-lancer spy is sent by an obscure figure in politics to manipulate the elections and its media coverage.",[],--,--,--,--,-,-,--,--,--
1975,['Brazil'],Brazil,--,O Rei do Baralho,O Rei do Baralho,Júlio Bressane,130,78,25, ,0,3.4,81,"In a movie studio, the actors are getting made up and the crew is waiting to begin shooting the film. Grande Otelo, the bungling “king of the deck”, and Marta Anderson, the blond and provocative star of the show, recite in the historical scenario of the chanchadas, the abandoned studios of Cinédia. “The photography is splendid, it is a sort of parallel song, of critique, of parody, of understanding of a certain light typical of Brazilian cinema of the times, already re-created, already stylized. And with the older actors, Otelo, Lewgoy and the others, something very important happened in the artistic perception, seeing again, doing again, it was already a concrete metalanguage” (J. Bressane). ×",['comedy'],comedy,--,--,--,-,-,--,--,--
2016,['Brazil'],Brazil,--,The Nest,‘O Ninho’,Marcio Reolon,111,78,41, ,1,3.7,120,"A four-episode TV series that tells the story of Bruno, a young military who has just run away from the army, travels to Porto Alegre in search of his brother, who he hasn’t seen in years. He cannot find his brother in the city but meets his friends, learns about what was his life, and even experiments the same things his lost brother lived. He discovers a new space where he is free to be himself and explore his sexuality. Away from home, Bruno finds a new family.",['drama'],drama,--,--,--,-,-,--,--,--
2008,['Brazil'],Brazil,--,The Warrior Didi and the Ninja Lili,‘O Guerreiro Didi e a Ninja Lili’,Marcus Figueiredo,530,46,23, ,1,2.1,102, ,[],--,--,--,--,-,-,--,--,--
1949,['Brazil'],Brazil,--,Carnaval no Fogo,Carnaval no Fogo,Watson Macedo,99,113,8, ,0,3.1,87,"A gang, leaded by the unknown and mysterious Anjo, robs a jewelry and schedules a meeting in the Copacabana Palace Hotel, in Copacabana. The identification would be through a cigarette case with an angel, and the password ”- Is everything all right?” Meanwhile, the director Ricardo is preparing a show for the carnival in the hotel with Marina, and they love each other. The janitor Serafim receives a letter from his unknown American brother, who will come to Rio to spend the carnival and meet him, and asks Eliana for a chance in the show, since his brother believes he is an artist. When Ricardo finds the cigarette case lost by Anjo in the entrance of the hotel, he is misidentified by the thieves, and this is the beginning of lots of confusion and fun. ×","['comedy', 'crime', 'music']",comedy,crime,music,--,-,-,--,--,--
2015,"['Brazil', 'Portugal']",Brazil,Portugal,Beatriz,Beatriz,Alberto Graça,159,62,10, ,0,2.5,97,"In Lisbon, Marcelo writes a novel, using the life of his own wife, Beatriz, as the main inspiration to the story. The creative process of the book takes a dangerous path, ultimately compromising the love they feel for each other.",[],--,--,--,--,-,-,--,--,--
2016,['Brazil'],Brazil,--,Images of the Estado Novo 1937-45,‘Imagens do Estado Novo 1937-45’,Eduardo Escorel,110,75,23, ,0,3.7,227,"Resorting on a vast archive material of newsreels, photographs, letters, family videos, fiction movies, diary and popular songs excerpts, the documentary reassesses the legacy of the dictatorial period of Getúlio Vargas (1937-1945). Through the comparison and analysis of these heterogeneous records, produced for different purposes, from political propaganda to family celebration, the film explores the several layers of the political web of the Estado Novo, exposing its external inspirational sources, functionality and contradictions. ×",['documentary'],documentary,--,--,--,-,-,--,--,--
1986,['Brazil'],Brazil,--,Os Trapalhões no Rabo do Cometa,Os Trapalhões no Rabo do Cometa,Dedé Santana,422,80,38, ,0,2.9,81,"A journey back in time in the form of a cartoon with characterizations of the Trapalhões, from the time of the Roman Empire to the present day, through the Middle Ages, the Old West and the First World War. They begin the film by doing a stand-up show at the Teatro Scala, in Rio de Janeiro, receiving on stage the designer Mauricio de Sousa. From then on, the story unfolds in a cartoon, in which Os Trapalhões is chased by an evil wizard whose aim is to try to hold Didi’s (always unsuccessful) hand to rule the world during the passage of the famous Halley Comet. ×","['animation', 'family', 'adventure', 'comedy']",animation,family,adventure,--,-,-,--,--,--
2017,['Brazil'],Brazil,--,Whindersson Nunes em Proparoxítona,Whindersson Nunes em Proparoxítona,Diego Pignataro,446,21,52, ,0,3.6,77,Comedian Show Whindersson Nunes.,['comedy'],comedy,--,--,--,-,-,--,--,--
2016,['Brazil'],Brazil,--,Diary of an Exorcist - Zero,‘Diário de Um Exorcista - Zero’,Renato Siqueira,191,95,11, ,0,2.0,98,"Lucas devotes his life to church work after a tragedy. When an exorcism case gets out of control, he has to figure out who is under the Devil’s influence.","['thriller', 'horror']",thriller,horror,--,--,-,-,--,--,--
2012,"['Argentina', 'Brazil']",Argentina,Brazil,Plaga zombie: zona mutante: revolución tóxica,Plaga zombie: zona mutante: revolución tóxica,Pablo Parés,120,126,37, ,0,3.5,91,"An invasion alien threatens the fate of humanity and begins in a village where there are Bill Johnson, John West and Max Giggs. The friends escape from there with the purpose of finding and destroying the invading ship before it completes its evil plan of conquest.","['horror', 'science-fiction']",horror,science-fiction,--,--,-,-,--,--,--
1980,['Brazil'],Brazil,--,O Gigante da América,O Gigante da América,Júlio Bressane,89,73,22, ,0,3.4,88,"A caboclo’s soul wanders through purgatory (or hell), visiting many places until he boards a ship whose destination is unknown.","['adventure', 'comedy', 'drama']",adventure,comedy,drama,--,-,-,--,--,--
2021,['Brazil'],Brazil,--,Um Tio Quase Perfeito 2,Um Tio Quase Perfeito 2,Pedro Antônio,248,40,16, ,0,2.5,102, ,"['family', 'comedy']",family,comedy,--,--,-,-,--,--,--
2016,['Brazil'],Brazil,--,The Fish,‘O Peixe’,Jonathas de Andrade,234,36,55, ,1,3.5,40,"“A fisherman, dark-skinned and shirtless, sits in a boat on a quiet river and, before long, catches a fish. The fish gasps for air and the fisherman holds it to his chest until it dies. This sequence—performed by a series of fishermen, of various ages and using various styles of capture—is the spine of the work, interrupted by passages of quiet natural beauty; one shot is a steady, stately pan through scores of trees and empty air behind.” - Vinson Cunningham",['documentary'],documentary,--,--,--,-,-,--,--,--
2012,['Brazil'],Brazil,--,Billi Pig,Billi Pig,José Eduardo Belmonte,351,45,9, ,0,1.9,111,"The aspiring actress Marivalda, her husband Wanderley, a bankrupt insurance broker and a false priest do their best to get along in life. But they end up in the hands of a drug boss, whose daughter they promised to save the life of, hit in a shooting at a party in São Cristóvão. A huge cash reward is at stake and now all three have to chase the promised miracle.",['comedy'],comedy,--,--,--,-,-,--,--,--
1975,['Brazil'],Brazil,--,O Lobisomem: O Terror da Meia-Noite,O Lobisomem: O Terror da Meia-Noite,Elyseu Visconti,70,85,18, ,0,3.3,75,"A millionaire lives in a sinister cottage where strange events unfold. A damned creature, he transforms himself in a werewolf and leads a following whose adepts spread horror and despair in the neighboring city, becoming themselves a clan of assassins. One day, the werewolf confronts Branca Justiça (White Justice), who summons benign forces to scathe them and frees him of his own wickedness.",['horror'],horror,--,--,--,-,-,--,--,--
2008,"['Hong Kong', 'Japan', 'Brazil', 'China']",Hong Kong,Japan,Plastic City,‘荡寇’,Nelson Yu Lik-wai,125,90,8, ,0,2.7,118,"Yuda, a Chinese immigrant, and his adopted son Kirin, who he saved being eaten by a tiger in the jungle, stand at the head of a massive pirated goods operation that brings in both money and influence. But their empire is crumbling, as corrupt politicians and rival gangs seek to end their power in the city. Yuda is soon got arrested and his dedicated son tries his best to save not just the family business, but his father’s reputation.","['action', 'thriller']",action,thriller,--,--,-,-,--,--,--
